,obs_val,pred_val,signal
2022-01-20 17:40:00,2.94,2.669060821533203,0
2022-01-20 17:45:00,2.94,2.664715728759765,0
2022-01-20 17:50:00,2.94,2.6625428771972652,0
2022-01-20 17:55:00,2.94,2.6603675842285153,1
2022-01-20 18:00:00,2.94,2.655902709960937,1
2022-01-20 18:05:00,2.94,2.6533032226562496,1
2022-01-20 18:10:00,2.94,2.648180847167968,1
2022-01-20 18:15:00,2.94,2.645053558349609,1
2022-01-20 18:20:00,2.94,2.6396147155761716,1
2022-01-20 18:25:00,2.94,2.6360498046874996,1
2022-01-20 18:30:00,2.94,2.6320895385742182,1
2022-01-20 18:35:00,2.94,2.6257695007324213,1
2022-01-20 18:40:00,2.94,2.621667022705078,1
2022-01-20 18:45:00,2.94,2.6154202270507807,1
2022-01-20 18:50:00,2.94,2.6113085937499996,1
2022-01-20 18:55:00,2.94,2.6026052856445308,1
2022-01-20 19:00:00,2.94,2.591673889160156,1
2022-01-20 19:05:00,2.95,2.5786218261718745,1
2022-01-20 19:10:00,2.91,2.567894287109375,1
2022-01-20 19:15:00,2.87,2.550624084472656,1
2022-01-20 19:20:00,2.84,2.5312544250488282,1
2022-01-20 19:25:00,2.8,2.5107313537597657,1
2022-01-20 19:30:00,2.76,2.494057159423828,1
2022-01-20 19:35:00,2.73,2.467668304443359,1
2022-01-20 19:40:00,2.69,2.4412950134277343,1
2022-01-20 19:45:00,2.65,2.4147735595703126,1
2022-01-20 19:50:00,2.62,2.3884698486328126,1
2022-01-20 19:55:00,2.58,2.364346160888672,1
2022-01-20 20:00:00,2.55,2.3382582092285156,1
2022-01-20 20:05:00,2.51,2.312364044189453,1
2022-01-20 20:10:00,2.48,2.2846214294433596,1
2022-01-20 20:15:00,2.48,2.2591902160644532,1
2022-01-20 20:20:00,2.48,2.233934326171875,1
2022-01-20 20:25:00,2.48,2.2090861511230466,1
2022-01-20 20:30:00,2.48,2.180514373779297,1
2022-01-20 20:35:00,2.48,2.1580358123779297,1
2022-01-20 20:40:00,2.48,2.1340341186523437,1
2022-01-20 20:45:00,2.48,2.1088629150390625,1
2022-01-20 20:50:00,2.48,2.0834272003173826,1
2022-01-20 20:55:00,2.48,2.0584741973876954,1
2022-01-20 21:00:00,2.48,2.0341957092285154,1
2022-01-20 21:05:00,2.48,2.0071640014648438,1
2022-01-20 21:10:00,2.48,1.9820395660400392,1
2022-01-20 21:15:00,2.48,1.958912124633789,1
2022-01-20 21:20:00,2.48,1.9362828063964843,1
2022-01-20 21:25:00,2.48,1.9141262817382814,1
2022-01-20 21:30:00,2.48,1.89080078125,1
2022-01-20 21:35:00,2.48,1.8693692779541016,1
2022-01-20 21:40:00,2.48,1.8479988861083985,1
2022-01-20 21:45:00,2.48,1.8273274993896484,1
2022-01-20 21:50:00,2.48,1.8056248474121095,1
2022-01-20 21:55:00,2.48,1.7857218170166016,0
2022-01-20 22:00:00,2.48,1.7673223114013672,0
2022-01-20 22:05:00,2.48,1.7480911254882814,0
2022-01-20 22:10:00,2.48,1.7292007446289064,0
2022-01-20 22:15:00,2.48,1.7117749786376955,0
2022-01-20 22:20:00,2.48,1.6923872375488282,0
2022-01-20 22:25:00,2.48,1.674533920288086,0
2022-01-20 22:30:00,2.48,1.6569395446777344,0
2022-01-20 22:35:00,2.48,1.6418001556396484,0
2022-01-20 22:40:00,2.48,1.6285169982910157,0
2022-01-20 22:45:00,2.48,1.6155632781982423,0
2022-01-20 22:50:00,2.48,1.6037136840820314,0
2022-01-20 22:55:00,2.48,1.593228225708008,0
2022-01-20 23:00:00,2.48,1.582939682006836,0
2022-01-20 23:05:00,2.48,1.5731434631347656,0
2022-01-20 23:10:00,2.48,1.5631597900390626,0
2022-01-20 23:15:00,2.48,1.5559391021728517,0
2022-01-20 23:20:00,2.48,1.5527597808837892,0
2022-01-20 23:25:00,2.48,1.5489548492431642,0
2022-01-20 23:30:00,2.48,1.5470878601074218,0
2022-01-20 23:35:00,2.48,1.5446006011962892,0
2022-01-20 23:40:00,2.48,1.5439925384521485,0
2022-01-20 23:45:00,2.48,1.5459681701660157,0
2022-01-20 23:50:00,2.48,1.5482911682128906,0
2022-01-20 23:55:00,2.48,1.5508484649658203,0
